CODE,Cat1,Cat2,Cat3,Cat4,Description,$,T,P,P1
S777,FEMALE GENITAL SURGICAL PROCEDURES,CORPUS UTERI,REPAIR,Hysteroplasty,"uterine inversion, operative",349,,,
S778,FEMALE GENITAL SURGICAL PROCEDURES,CORPUS UTERI,REPAIR,Hysteroplasty,Presacral neurectomy (with or without ovarian neurectomy),349,,,
S779,FEMALE GENITAL SURGICAL PROCEDURES,CORPUS UTERI,REPAIR,Hysteroplasty,excision of septum,349,,,
S780,FEMALE GENITAL SURGICAL PROCEDURES,OVARY,EXCISION (UNILATERAL OR BILATERAL),Not applicable,Biopsy of ovaries by laparotomy,257.05,,,
S781,FEMALE GENITAL SURGICAL PROCEDURES,CORPUS UTERI,INCISION OR EXCISION,Hysterectomy  - with  or  without  adnexa  (unless  otherwise  specified),Staging Para-aortic lymphadenectomy for carcinoma (laparoscopic or open) (not eligible for payment when rendered with Z578 and/or S776),431.2,,,
S782,FEMALE GENITAL SURGICAL PROCEDURES,OVARY,EXCISION (UNILATERAL OR BILATERAL),Oophorectomy,- with total omentectomy,410.4,,,
S783,FEMALE GENITAL SURGICAL PROCEDURES,CORPUS UTERI,INCISION OR EXCISION,Abortion,hysterotomy with tubal interruption,257.05,,,
S784,FEMALE GENITAL SURGICAL PROCEDURES,FALLOPIAN TUBE,"EXCISION, SUTURE OR REPAIR",Ectopic pregnancy,management by any surgical technique,382.1,,,
S785,FEMALE GENITAL SURGICAL PROCEDURES,CORPUS UTERI,INCISION OR EXCISION,Abortion,induced by any surgical technique after 14 weeks of gestation,189.85,,,
S786,ENDOCRINE SURGICAL PROCEDURES,THYROID GLAND,INCISION,Not applicable,Abscess,82.25,,,
S787,ENDOCRINE SURGICAL PROCEDURES,THYROID GLAND,EXCISION,Biopsy,- surgical,213.15,,,
S788,ENDOCRINE SURGICAL PROCEDURES,THYROID GLAND,EXCISION,Thyroidectomy,- total,777.3,,,
S789,ENDOCRINE SURGICAL PROCEDURES,THYROID GLAND,EXCISION,Thyroidectomy,- subtotal,656.25,,,
S790,ENDOCRINE SURGICAL PROCEDURES,THYROID GLAND,EXCISION,Thyroidectomy,- hemi,525.15,,,
S792,ENDOCRINE SURGICAL PROCEDURES,"PARATHYROID, THYMUS AND ADRENAL GLANDS",EXCISION,Not applicable,Re-exploration of neck for hyperparathyroidism,,,,
S793,ENDOCRINE SURGICAL PROCEDURES,THYROID GLAND,EXCISION,Thyroidectomy,- completion following previous subtotal or hemi- thyroidectomy,650,,,
S795,ENDOCRINE SURGICAL PROCEDURES,"PARATHYROID, THYMUS AND ADRENAL GLANDS",EXCISION,Not applicable,"Exploration and/or removal, parathyroids or parathyroid tumour  ",,,,
S796,ENDOCRINE SURGICAL PROCEDURES,"PARATHYROID, THYMUS AND ADRENAL GLANDS",EXCISION,Not applicable,- if requiring splitting of sternum,,,,
S797,ENDOCRINE SURGICAL PROCEDURES,"PARATHYROID, THYMUS AND ADRENAL GLANDS",EXCISION,Not applicable,Thymectomy,,,,
S798,ENDOCRINE SURGICAL PROCEDURES,"PARATHYROID, THYMUS AND ADRENAL GLANDS",EXCISION,Adrenalectomy  or  exploration,- unilateral,,,,
S799,ENDOCRINE SURGICAL PROCEDURES,"PARATHYROID, THYMUS AND ADRENAL GLANDS",EXCISION,Adrenalectomy  or  exploration,"- bilateral, with or without oophorectomy  ",,,,
S800,ENDOCRINE SURGICAL PROCEDURES,"PARATHYROID, THYMUS AND ADRENAL GLANDS",EXCISION,Adrenalectomy,- unilateral for pheochromocytoma,,,,
S811,FEMALE GENITAL SURGICAL PROCEDURES,VAGINA,REPAIR,Following  two  or  more  failed  procedures,"Rectus abdominus myocutaneous neovaginostomy includes harvest of longitudinal, vertical or transverse rectus abdominus flap(s), formation of vaginal pouch and insertion of vaginal mold",829.4,,,
S812,FEMALE GENITAL SURGICAL PROCEDURES,VAGINA,REPAIR,Post  hysterectomy  vault  prolapse,"repeat repair by vaginal approach, may include enterocoele and/or anterior and posterior repair",515.05,,,
S813,FEMALE GENITAL SURGICAL PROCEDURES,VAGINA,REPAIR,Abdominal  approach  to  vaginal  vault  prolapse,repeat vaginal sacropexy,515.05,,,
S815,UROGENITAL AND URINARY SURGICAL PROCEDURES,URETHRA,REPAIR,Not applicable,"Tension free vaginal tape mid-urethral sling, by any method/ approach",393.3,,,
S815,FEMALE GENITAL SURGICAL PROCEDURES,VAGINA,REPAIR,Retropubic Urethropexy,"Tension free vaginal tape mid-urethral sling, by any method/ approach",393.3,,,
S816,FEMALE GENITAL SURGICAL PROCEDURES,CORPUS UTERI,INCISION OR EXCISION,Hysterectomy  - with  or  without  adnexa  (unless  otherwise  specified),vaginal,643.35,,,
S900,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ORAL CAVITY AND PHARYNX,EXCISION,Extraction  of  tooth  (complete  care),"Basic units for anaesthesia with any unlisted dental surgical
procedure performed by dental or oral surgeon (see
General Preamble GP92, also Bulletin #4203)",,,,
U021,CONSULTATIONS AND VISITS,DERMATOLOGY(02),GENERAL LISTINGS,Claims submission instructions,Minor e-assessment,11,,,
U023,CONSULTATIONS AND VISITS,DERMATOLOGY(02),GENERAL LISTINGS,Claims submission instructions,Repeat e-assessment,29,,,
U025,CONSULTATIONS AND VISITS,DERMATOLOGY(02),GENERAL LISTINGS,Claims submission instructions,Initial e-assessment,44.45,,,
U026,CONSULTATIONS AND VISITS,DERMATOLOGY(02),GENERAL LISTINGS,Claims submission instructions,Follow-up e-assessment,21.9,,,
U231,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),GENERAL LISTINGS,Assessment of paediatric patient with amblyopia,Minor e-assessment,15,,,
U233,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),GENERAL LISTINGS,Assessment of paediatric patient with amblyopia,Repeat e-assessment,43.3,,,
U235,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),GENERAL LISTINGS,Assessment of paediatric patient with amblyopia,Initial e-assessment,45.85,,,
U236,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),GENERAL LISTINGS,Assessment of paediatric patient with amblyopia,Follow-up e-assessment,28.95,,,
UVC,FEMALE GENITAL SURGICAL PROCEDURES,CERVIX UTERI,CAUTERIZATION,Not applicable,Chemical,,,,
UVC,NEUROLOGICAL SURGICAL PROCEDURES,CRANIAL,CRANIO-CEREBRAL INJURIES,Not applicable,Non-operative care,,,,
UVC,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,NECROTIZING FASCIITIS,Repair of lacerations,Removal of sutures only.,,,,
UVC,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,HAND AND WRIST,RECONSTRUCTION,Tendon,Mallet finger - closed,,,,
UVC,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,ELBOW AND FOREARM,DECOMPRESSION/DENERVATION,Catheter,monitoring,,,,
UVC,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FEMUR,RECONSTRUCTION,Fractures,cast and bed rest,,,,
UVC,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,FIBULA AND TIBIA,DECOMPRESSION/DENERVATION,Not applicable,Monitoring of pressure monitoring device,,,,
UVC,FEMALE GENITAL SURGICAL PROCEDURES,CORPUS UTERI,INCISION OR EXCISION,Abortion,Chemical,,,,
UVC,OBSTERICS,HIGH RISK PREGNANCIES,Not applicable,Not applicable,Elective  removal of Shirodkar suture,,,,
UVC,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,"SHOULDER, ARM AND CHEST",REDUCTION,Fractures,Clavicle - no reduction,,,,
UVC,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,SKULL AND MANDIBLE,REDUCTION,Fractures,Mandible - no  reduction,,,,
UVC,OCULAR AND AURAL SURGICAL PROCEDURES,EYELIDS,REPAIR,Lateral canthal surgery,Removal of foreign body.,,,,
UVC,MUSCULOSKELETAL SYSTEM SURGICAL PROCEDURES,"SHOULDER, ARM AND CHEST",REDUCTION,Fractures,Ribs -  no  reduction,,,,
W001,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Chronic care or convalescent hospital - additional subsequent visits (maximum 4 per patient per month) ,34.1,,,
W002,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Chronic care or convalescent hospital - first 4 subsequent visits per patient per month ,34.1,,,
W003,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Nursing  home  or  home  for  the  age - first 2 subsequent visits per patient per month  ,34.1,,,
W004,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,General re-assessment of patient in nursing home (per the Nursing Homes Act),38.35,,,
W008,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Nursing  home  or  home  for  the  age - additional subsequent visits (maximum 2 per patient per month) ,34.1,,,
W010,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Monthly management fee (per patient per month) (see General Preamble GP51 to GP52),115.25,,,
W010,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Monthly management fee (per patient per month) ,115.25,,,
W021,CONSULTATIONS AND VISITS,DERMATOLOGY(02),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES ,Subsequent visits,- additional subsequent visits (maximum 6 per patient per month)  ,34.1,,,
W022,CONSULTATIONS AND VISITS,DERMATOLOGY(02),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES ,Subsequent visits,- first 4 subsequent visits per patient per month ,34.1,,,
W023,CONSULTATIONS AND VISITS,DERMATOLOGY(02),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES ,Subsequent visits,- first 2 subsequent visits per patient per month,34.1,,,
W025,CONSULTATIONS AND VISITS,DERMATOLOGY(02),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES ,Not applicable,Consultation,147.3,,,
W026,CONSULTATIONS AND VISITS,DERMATOLOGY(02),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES ,Not applicable,Repeat consultation,44.45,,,
W028,CONSULTATIONS AND VISITS,DERMATOLOGY(02),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES ,Subsequent visits,- additional subsequent visits (maximum 3 per patient per month)  ,34.1,,,
W031,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,additional subsequent visits (maximum of 6 per patient per month),34.1,,,
W032,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 4 subsequent visits per patient per month,34.1,,,
W033,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 2 subsequent visits per patient per month,34.1,,,
W035,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,96.2,,,
W036,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,64.1,,,
W038,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,subsequent visits per month (maximum of 3 per patient per month),34.1,,,
W045,CONSULTATIONS AND VISITS,NEUROSURGERY(04),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,107,,,
W046,CONSULTATIONS AND VISITS,NEUROSURGERY(04),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,51.45,,,
W050,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Special community medicine consultation ,144.75,,,
W051,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,- additional subsequent visits (maximum 6 per patient per month)  ,34.1,,,
W052,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,- first 4 subsequent visits per patient per month   ,34.1,,,
W053,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,- first 2 subsequent visits per patient per month  ,34.1,,,
W054,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,General re-assessment of patient in nursing home (as per the Nursing Homes Act)*,20.6,,,
W055,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,125.6,,,
W056,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,84.2,,,
W058,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,- additional subsequent visits (maximum 3 per patient per month)  ,34.1,,,
W061,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,additional subsequent visits (maximum of 6 per patient per month),34.1,,,
W062,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 4 subsequent visits per patient per month,34.1,,,
W063,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 2 subsequent visits per patient per month,34.1,,,
W065,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,83.85,,,
W066,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,51.7,,,
W068,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,subsequent visits per month (maximum of 3 per patient per month),34.1,,,
W071,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,additional subsequent visits (maximum of 6 per patient per month),34.1,,,
W072,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 4 subsequent visits per patient per month,34.1,,,
W073,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 2 subsequent visits per patient per month,34.1,,,
W074,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,General reassessment of patient in nursing home (as per the Nursing Homes Act)*,20.6,,,
W075,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,232.1,,,
W076,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
W078,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,subsequent visits per month (maximum of 3 per patient per month),34.1,,,
W085,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES ,Not applicable,Consultation,91.35,,,
W086,CONSULTATIONS AND VISITS,PLASTIC SURGERY(08),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES ,Not applicable,Repeat consultation,54,,,
W095,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,94.3,,,
W096,CONSULTATIONS AND VISITS,CARDIAC SURGERY(09),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,62.65,,,
W102,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,- Type 1,69.35,,,
W104,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,- Type 2,20.6,,,
W105,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,87.75,,,
W106,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,45.9,,,
W107,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,- Type 3,30.7,,,
W109,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,Periodic health visit,70.5,,,
W113,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Complex neuromuscular assessment subject to the same conditions as A113,93.95,,,
W121,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness (see General Preamble GP49),34.1,,,
W121,CONSULTATIONS AND VISITS,GENETICS(22),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness (see General Preamble GP49),34.1,,,
W121,CONSULTATIONS AND VISITS,GERIATRICS(07),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness (see General Preamble GP49),34.1,,,
W121,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness (see General Preamble GP49),34.1,,,
W121,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness (see General Preamble GP49),34.1,,,
W121,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness (see General Preamble GP49),34.1,,,
W121,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness (see General Preamble GP49),34.1,,,
W121,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness (see General Preamble GP49),34.1,,,
W121,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness (see General Preamble GP49),34.1,,,
W121,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness (see General Preamble GP49),34.1,,,
W121,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness ,34.1,,,
W121,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,Additional visits due to intercurrent illness,34.1,,,
W121,CONSULTATIONS AND VISITS,DERMATOLOGY(02),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES ,Subsequent visits,Additional visits due to intercurrent illness,34.1,,,
W121,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits ,Additional visits due to intercurrent illness,34.1,,,
W121,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),NON-EMERGENCY  LONG-TERM  CARE  IN-PATIENT  SERVICES,Subsequent visits,Additional visits due to intercurrent illness,34.1,,,
W130,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Comprehensive internal medicine consultation subject to the same conditions as A130,310.45,,,
W131,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,additional subsequent visits (maximum of 6 per patient per month),34.1,,,
W132,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 4 subsequent visits per patient per month,34.1,,,
W133,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 2 subsequent visits per patient per month,34.1,,,
W134,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,General re-assessment of patient in nursing home (as per the Nursing Homes Act)*,20.6,,,
W138,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,subsequent visits per month (maximum of 3 per patient per month),34.1,,,
W150,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Comprehensive endocrinology consultation,310.45,,,
W151,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits ,- additional subsequent visits (maximum of 6 per patient per month)   ,34.1,,,
W152,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits ,- first 4 subsequent visits per patient per month ,34.1,,,
W153,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits ,- first 2 subsequent visits per patient per month ,34.1,,,
W154,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,General re-assessment of patient in nursing home (as per the Nursing Homes Act)*,20.6,,,
W155,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,165.3,,,
W156,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
W158,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits ,- subsequent visits per month (maximum of 3 per patient per month)  ,34.1,,,
W160,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Comprehensive nephrology consultation subject to the same conditions as A160,310.45,,,
W161,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,additional subsequent visits (maximum of 6 per patient per month),34.1,,,
W162,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 4 subsequent visits per patient per month,34.1,,,
W163,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 2 subsequent visits per patient per month,34.1,,,
W164,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Admission assessment,General re-assessment of patient in nursing home (as per the Nursing Homes Act)*,20.6,,,
W165,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,162.9,,,
W166,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,105.25,,,
W168,CONSULTATIONS AND VISITS,NEPHROLOGY(16),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,subsequent visits per month (maximum of 3 per patient per month),34.1,,,
W171,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,additional subsequent visits (maximum of 6 per patient per month),34.1,,,
W172,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 4 subsequent visits per patient per month,34.1,,,
W173,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,first 2 subsequent visits per patient per month,34.1,,,
W175,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Consultation,107.45,,,
W176,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Repeat consultation,60,,,
W178,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Subsequent visits,subsequent visits per month (maximum of 3 per patient per month),34.1,,,
W180,CONSULTATIONS AND VISITS,NEUROLOGY(18),NON-EMERGENCY LONG-TERM CARE IN-PATIENT SERVICES,Not applicable,Special neurology consultation subject to the same conditions as A180,310.45,,,
