Billing Code,Category,Sub Category,Sub Category 2,Description,Provider Fee,Assistant Fee,Specialist Fee,Anaesthetist fee,Non- Anaesthetist fee,,,,,,,,,,,,,,,,
X116,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,,,,,,,,,,,,,,,,,,,
X117,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,,,,,,,,,,,,,,,,,,,
X120,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,,,,,,,,,,,,,,,,,,,
X121,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X122,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X123,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,,,,,,,,,,,,,,,,,,,
X124,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X125,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X126,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X127,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X128,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X129,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
X130,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
X131,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
X132,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X133,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X134,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
X135,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
X136,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
X137,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
X138,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
X139,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
X140,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X141,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
X142,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY (BMD) MEASUREMENT,,,,,,,,,,,,,,,,,,,,,,,
X145,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY (BMD) MEASUREMENT,,,,,,,,,,,,,,,,,,,,,,,
X146,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY (BMD) MEASUREMENT,,,,,,,,,,,,,,,,,,,,,,,
X147,DIAGNOSTIC RADIOLOGY,OBSTETRICS AND GYNAECOLOGY,,,,,,,,,,,,,,,,,,,,,,,
X148,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY (BMD) MEASUREMENT,,,,,,,,,,,,,,,,,,,,,,,
X149,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY (BMD) MEASUREMENT,,,,,,,,,,,,,,,,,,,,,,,
X150,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X151,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X152,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY (BMD) MEASUREMENT,,,,,,,,,,,,,,,,,,,,,,,
X153,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY (BMD) MEASUREMENT,,,,,,,,,,,,,,,,,,,,,,,
X154,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X155,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY (BMD) MEASUREMENT,,,,,,,,,,,,,,,,,,,,,,,
X156,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X158,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X159,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X160,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X161,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X162,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X163,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X164,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X165,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X166,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X167,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X168,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X169,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X170,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X171,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X172,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X173,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X174,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X175,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X176,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X177,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X178,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X179,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X180,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X181,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X182,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X183,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X184,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X185,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X188,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X189,DIAGNOSTIC RADIOLOGY,FLUOROSCOPY - BY PHYSICIAN WITH OR WITHOUT SPOT FILMS,,,,,,,,,,,,,,,,,,,,,,,
X190,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X191,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,,,,,,,,,,,,,,,,,,,
X192,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X193,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X194,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X195,DIAGNOSTIC RADIOLOGY,FLUOROSCOPY - BY PHYSICIAN WITH OR WITHOUT SPOT FILMS,,,,,,,,,,,,,,,,,,,,,,,
X196,DIAGNOSTIC RADIOLOGY,FLUOROSCOPY - BY PHYSICIAN WITH OR WITHOUT SPOT FILMS,,,,,,,,,,,,,,,,,,,,,,,
X197,DIAGNOSTIC RADIOLOGY,FLUOROSCOPY - BY PHYSICIAN WITH OR WITHOUT SPOT FILMS,,,,,,,,,,,,,,,,,,,,,,,
X198,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X199,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X200,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X201,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,,,,,,,,,,,,,,,,,
X202,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,,,,,,,,,,,,,,,,,,,
X203,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,,,,,,,,,,,,,,,,,,,
X204,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,,,,,,,,,,,,,,,,,,,
X205,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,,,,,,,,,,,,,,,,,,,
X206,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,,,,,,,,,,,,,,,,,,,
X207,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,,,,,,,,,,,,,,,,,,,
X208,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,,,,,,,,,,,,,,,,,,,
X209,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X210,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X211,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X212,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X213,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X214,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X215,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X216,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X217,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X218,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X219,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X220,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X221,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X223,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X224,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X225,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X226,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X227,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X228,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X229,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X230,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,,,,,,,,,,,,,,,,,,,
X231,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X232,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X233,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X234,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X235,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X302,RADIATION ONCOLOGY,RADIOTHERAPY,,,,,,,,,,,,,,,,,,,,,,,
X304,RADIATION ONCOLOGY,RADIOTHERAPY,,,,,,,,,,,,,,,,,,,,,,,
X305,RADIATION ONCOLOGY,RADIOTHERAPY,,,,,,,,,,,,,,,,,,,,,,,
X306,RADIATION ONCOLOGY,RADIOTHERAPY,,,,,,,,,,,,,,,,,,,,,,,
X310,RADIATION ONCOLOGY,RADIOTHERAPY,,,,,,,,,,,,,,,,,,,,,,,
X311,RADIATION ONCOLOGY,RADIOTHERAPY,,,,,,,,,,,,,,,,,,,,,,,
X312,RADIATION ONCOLOGY,RADIOTHERAPY,,,,,,,,,,,,,,,,,,,,,,,
X313,RADIATION ONCOLOGY,RADIOTHERAPY,,,,,,,,,,,,,,,,,,,,,,,
X322,RADIATION ONCOLOGY,RADIUM AND RADIOISOTOPES (SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X323,RADIATION ONCOLOGY,RADIUM AND RADIOISOTOPES (SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X324,RADIATION ONCOLOGY,RADIUM AND RADIOISOTOPES (SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X325,RADIATION ONCOLOGY,RADIUM AND RADIOISOTOPES (SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X326,RADIATION ONCOLOGY,RADIOISOTOPES (NON-SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X327,RADIATION ONCOLOGY,RADIOISOTOPES (NON-SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X328,RADIATION ONCOLOGY,RADIOISOTOPES (NON-SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X329,RADIATION ONCOLOGY,RADIOISOTOPES (NON-SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X330,RADIATION ONCOLOGY,RADIOISOTOPES (NON-SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X332,RADIATION ONCOLOGY,RADIOISOTOPES (NON-SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X334,RADIATION ONCOLOGY,RADIUM AND RADIOISOTOPES (SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X335,RADIATION ONCOLOGY,RADIOISOTOPES (NON-SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X336,RADIATION ONCOLOGY,RADIOISOTOPES (NON-SEALED SOURCES),,,,,,,,,,,,,,,,,,,,,,,
X400,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X401,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X402,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X403,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X404,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X405,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X406,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X407,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X408,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X409,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X410,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X412,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X413,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X415,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X416,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X417,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY (CT),,,,,,,,,,,,,,,,,,,,,,,
X421,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X425,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X431,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X435,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X441,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X445,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X446,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X447,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X451,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X455,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X461,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X465,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X471,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X475,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X480,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X481,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X486,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X487,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X488,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X489,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X490,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X492,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X493,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X495,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X496,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X498,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
X499,MAGNETIC RESONANCE IMAGING (MRI),Not applicable,,,,,,,,,,,,,,,,,,,,,,,
Z080,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z081,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z082,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z083,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z083,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z084,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z085,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z094,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z095,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z096,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z097,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z100,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z101,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z102,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z103,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z104,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z105,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z106,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z107,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z108,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z111,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ORAL CAVITY AND PHARYNX,,,,,,,,,,,,,,,,,,,,,,,
Z112,DIGESTIVE SYSTEM SURGICAL PROCEDURES,ORAL CAVITY AND PHARYNX,,,,,,,,,,,,,,,,,,,,,,,
Z113,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z114,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z115,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z116,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z116,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z117,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z118,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z119,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z122,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z123,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z124,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z125,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z126,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z127,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z128,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
Z129,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,,,,,,,,,,,,,,,,,,,,
