CODE,Cat1,Cat2,Cat3,Cat4,Description,$,T,P,P1
W882,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,34.1,,,
W895,CONSULTATIONS AND VISITS,PSYCHIATRY(19),,,,259.9,,,
W903,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,65.05,,,
W904,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,33.7,,,
W911,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,150.7,,,
W912,CONSULTATIONS AND VISITS,FAMILY PRACTICE & PRACTICE IN GENERAL(00),,,,226.05,,,
W930,CONSULTATIONS AND VISITS,OPHTHALMOLOGY(23),,,,150,,,
W972,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,DERMATOLOGY(02),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,GENETICS(22),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,NEPHROLOGY(16),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,NEUROLOGY(18),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),,,,34.1,,,
W972,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,COMMUNITY MEDICINE(05),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,DERMATOLOGY(02),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,ENDOCRINOLOGY & METABOLISM(15),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,GENERAL SURGERY(03),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,GENETICS(22),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,GERIATRICS(07),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,INFECTIOUS DISEASE(46),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,INTERNAL AND OCCUPATIONAL MEDICINE(13),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,MEDICAL ONCOLOGY(44),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,NEPHROLOGY(16),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,NEUROLOGY(18),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,ORTHOPAEDIC SURGERY(06),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,PAEDIATRICS(26),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,PHYSICAL MEDICINE & REHABILITATION(31),,,,34.1,,,
W982,CONSULTATIONS AND VISITS,VASCULAR SURGERY(17),,,,34.1,,,
X001,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,29.9,13.25,
X003,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,14.9,6.4,
X004,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,21.7,10.3,
X005,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,14.9,6.4,
X006,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,21.7,10.35,
X007,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,21.7,10.35,
X009,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,37.25,16.4,
X010,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,28.65,14.25,
X011,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,21.7,10.35,
X012,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,29.9,13.25,
X016,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,14.85,9.05,
X017,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,15.3,20.4,
X018,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,16.85,9.05,
X019,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,13.75,7.95,
X020,DIAGNOSTIC RADIOLOGY,HEAD AND NECK,,,,,13.75,7.95,
X025,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,25.9,7.95,
X027,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,23.65,7.95,
X028,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,25.9,7.95,
X031,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,29.7,13.35,
X032,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,53.55,20.75,
X033,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,21.7,10.15,
X034,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,23.95,6.4,
X035,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,21.7,10.35,
X036,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,14.9,6.4,
X037,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,27.75,9.2,
X038,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,31.9,10.35,
X039,DIAGNOSTIC RADIOLOGY,CHEST AND ABDOMEN,,,,,17.95,7.85,
X040,DIAGNOSTIC RADIOLOGY,CHEST AND ABDOMEN,,,,,17.95,7.85,
X045,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,14.9,6.4,
X046,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,21.7,10.35,
X047,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,17.95,7.95,
X048,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,17.95,7.95,
X049,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,17.95,7.95,
X050,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,14.9,6.4,
X051,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,14.9,6.4,
X052,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,14.9,6.4,
X053,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,14.9,6.4,
X054,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,14.9,6.4,
X055,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,21.7,13.05,
X056,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,11.5,4.7,
X057,DIAGNOSTIC RADIOLOGY,SKELETAL SURVEYS,,,,,14.9,6.4,
X058,DIAGNOSTIC RADIOLOGY,SKELETAL SURVEYS,,,,,21.7,10.65,
X060,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,23.75,7.65,
X063,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,14.9,6.4,
X064,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,21.7,10.35,
X065,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,14.9,6.4,
X066,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,14.9,6.4,
X067,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,14.9,6.4,
X068,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,14.9,6.4,
X069,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,14.9,6.4,
X072,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,11.5,4.7,
X080,DIAGNOSTIC RADIOLOGY,SKELETAL SURVEYS,,,,,7.45,3.3,
X081,DIAGNOSTIC RADIOLOGY,SKELETAL SURVEYS,,,,,7.45,3.3,
X090,DIAGNOSTIC RADIOLOGY,CHEST AND ABDOMEN,,,,,14.9,6.35,
X091,DIAGNOSTIC RADIOLOGY,CHEST AND ABDOMEN,,,,,21.9,10.7,
X092,DIAGNOSTIC RADIOLOGY,CHEST AND ABDOMEN,,,,,28.15,12.4,
X096,DIAGNOSTIC RADIOLOGY,CHEST AND ABDOMEN,,,,,14.9,6.4,
X100,DIAGNOSTIC RADIOLOGY,CHEST AND ABDOMEN,,,,,14.9,6.4,
X101,DIAGNOSTIC RADIOLOGY,CHEST AND ABDOMEN,,,,,22.8,9.2,
X103,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,60.95,58.4,
X104,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,48.5,46.4,
X105,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,29.5,36.9,
X106,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,29.5,36.9,
X107,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,26.7,21.4,
X108,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,46.3,38.15,
X109,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,59.1,49.8,
X110,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,39.35,32.95,
X111,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,26.4,21.8,
X112,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,48.4,29.4,
X113,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,61.3,49.8,
X114,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,29.95,11.6,
X116,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,21.7,9.9,
X117,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,21.7,11.1,
X120,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,39.8,11.6,
X121,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,,83.15,
X122,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,29.5,23.15,
X123,DIAGNOSTIC RADIOLOGY,GASTROINTESTINAL TRACT,,,,,21.7,9,
X124,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,108.3,
X125,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,86.6,
X126,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,108.3,
X127,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,75.85,
X128,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,108.3,
X129,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,21.7,9,
X130,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,49.65,22.75,
X131,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,5.75,4.75,
X132,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,48.9,34,
X133,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,79.9,51.05,
X134,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,17.95,6.8,
X135,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,27.5,13.8,
X136,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,17.95,6.8,
X137,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,23.85,8.4,
X138,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,21.7,9,
X139,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,21.7,11.1,
X140,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,317.35,185.6,
X141,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,20.65,8.3,
X142,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY(BMD) MEASUREMENT,,,,,42.85,40.15,
X145,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY(BMD) MEASUREMENT,,,,,42.85,40.15,
X146,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY(BMD) MEASUREMENT,,,,,55.2,48,
X147,DIAGNOSTIC RADIOLOGY,OBSTERICS AND GYNAECOLOGY,,,,,29.8,11.35,
X148,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY(BMD) MEASUREMENT,,,,,55.2,48,
X149,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY(BMD) MEASUREMENT,,,,,42.85,40.15,
X150,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,25.45,15.85,
X151,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,48.4,34.85,
X152,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY(BMD) MEASUREMENT,,,,,42.85,40.15,
X153,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY(BMD) MEASUREMENT,,,,,55.2,48,
X154,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,15.95,4.7,
X155,DIAGNOSTIC RADIOLOGY,BONE MINERAL DENSITY(BMD) MEASUREMENT,,,,,55.2,48,
X156,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,26.25,27.5,
X158,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,28.95,23,
X159,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,38.4,34.6,
X160,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,48.9,34,
X161,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,78.6,69.65,
X162,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,59.2,23.1,
X163,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,29.6,11.6,
X164,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,28.95,23,
X165,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,11.35,
X166,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,,,
X167,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,21.5,11.45,
X168,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,42.5,
X169,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,39.9,11.35,
X170,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,28.95,23,
X171,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,49,23.05,
X172,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,28.05,19.4,
X173,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,34.95,27.3,
X174,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,29.8,15.5,
X175,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,39.35,30.9,
X176,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,29.8,11.35,
X177,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,15.6,9.2,
X178,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,37.15,31,
X179,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,29.6,15.85,
X180,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,38.95,31.35,
X181,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,59.65,30.9,
X182,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,79.3,37.45,
X183,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,48.4,34.7,
X184,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,28.05,19.4,
X185,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,37.15,31,
X188,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,75.85,
X189,DIAGNOSTIC RADIOLOGY,FLUOROSCOPY - BY PHYSICIAN WITH OR WITHOUT SPOT FILMS,,,,,7.3,23.75,
X190,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,17.75,6.9,
X191,DIAGNOSTIC RADIOLOGY,GENITOURINARY TRACT,,,,,21.7,9,
X192,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,25.05,10.65,
X193,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,14.5,11.6,
X194,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,5.95,5.2,
X195,DIAGNOSTIC RADIOLOGY,FLUOROSCOPY - BY PHYSICIAN WITH OR WITHOUT SPOT FILMS,,,,,9.25,14.2,
X196,DIAGNOSTIC RADIOLOGY,FLUOROSCOPY - BY PHYSICIAN WITH OR WITHOUT SPOT FILMS,,,,,9.25,14.2,
X197,DIAGNOSTIC RADIOLOGY,FLUOROSCOPY - BY PHYSICIAN WITH OR WITHOUT SPOT FILMS,,,,,9.25,14.2,
X198,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,59.1,22.6,
X199,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,59.1,22.6,
X200,DIAGNOSTIC RADIOLOGY,SPECIAL EXAMINATIONS,,,,,36.7,45.55,
X201,DIAGNOSTIC RADIOLOGY,MISCELLANEOUS EXAMINATIONS,,,,,5.95,5.2,
X202,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,33.4,10.75,
X203,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,40.35,13.25,
X204,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,29.9,10.65,
X205,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,33.4,10.75,
X206,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,40.35,13.35,
X207,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,31.05,10.65,
X208,DIAGNOSTIC RADIOLOGY,SPINE AND PELVIS,,,,,28.95,13.05,
X209,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,22.9,8.9,
X210,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,29.6,13.05,
X211,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,25.6,10.9,
X212,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,25.6,10.65,
X213,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,25.8,10.65,
X214,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,22.75,9.3,
X215,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,22.9,9.05,
X216,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,30.85,11.65,
X217,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,22.9,9.05,
X218,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,22.9,9.05,
X219,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,22.9,9.05,
X220,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,27.65,15.7,
X221,DIAGNOSTIC RADIOLOGY,UPPER EXTREMITIES,,,,,14.9,6.4,
X223,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,22.2,9.05,
X224,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,22.9,9.05,
X225,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,30.85,11.65,
X226,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,22.9,9.05,
X227,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,22.9,9.05,
X228,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,22.9,9.05,
X229,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,22.9,9.05,
X230,DIAGNOSTIC RADIOLOGY,LOWER EXTREMITIES,,,,,14.9,9.05,
X231,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,86.6,
X232,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,97.5,
X233,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,108.3,
X234,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,235.3,
X235,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,147.5,
X302,RADIATION ONCOLOGY,RADIOTHERAPY,,,,15.9,,,
X304,RADIATION ONCOLOGY,RADIOTHERAPY,,,,11.95,,,
X305,RADIATION ONCOLOGY,RADIOTHERAPY,,,,170.85,,,
X306,RADIATION ONCOLOGY,RADIOTHERAPY,,,,85.5,,,
X310,RADIATION ONCOLOGY,RADIOTHERAPY,,,,215.35,,,
X311,RADIATION ONCOLOGY,RADIOTHERAPY,,,,374.6,,,
X312,RADIATION ONCOLOGY,RADIOTHERAPY,,,,680.45,,,
X313,RADIATION ONCOLOGY,RADIOTHERAPY,,,,811.15,,,
X322,RADIATION ONCOLOGY,RADIUM AND RADIOISOTOPES(SEALED SOURCES),,,,71.3,,,
X323,RADIATION ONCOLOGY,RADIUM AND RADIOISOTOPES(SEALED SOURCES),,,,223.65,,,
X324,RADIATION ONCOLOGY,RADIUM AND RADIOISOTOPES(SEALED SOURCES),,,,223.65,,,
X325,RADIATION ONCOLOGY,RADIUM AND RADIOISOTOPES(SEALED SOURCES),,,,69.8,,,
X326,RADIATION ONCOLOGY,RADIOISOTOPES(NON-SEALED SOURCES),,,,100,,,
X327,RADIATION ONCOLOGY,RADIOISOTOPES(NON-SEALED SOURCES),,,,80,,,
X328,RADIATION ONCOLOGY,RADIOISOTOPES(NON-SEALED SOURCES),,,,100,,,
X329,RADIATION ONCOLOGY,RADIOISOTOPES(NON-SEALED SOURCES),,,,100,,,
X330,RADIATION ONCOLOGY,RADIOISOTOPES(NON-SEALED SOURCES),,,,100,,,
X332,RADIATION ONCOLOGY,RADIOISOTOPES(NON-SEALED SOURCES),,,,80,,,
X334,RADIATION ONCOLOGY,RADIUM AND RADIOISOTOPES(SEALED SOURCES),,,,111.9,,,
X335,RADIATION ONCOLOGY,RADIOISOTOPES(NON-SEALED SOURCES),,,,80,,,
X336,RADIATION ONCOLOGY,RADIOISOTOPES(NON-SEALED SOURCES),,,,100,,,
X400,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,43.25,
X401,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,64.95,
X402,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,64.95,
X403,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,86.6,
X404,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,97.5,
X405,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,75.85,
X406,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,64.95,
X407,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,75.85,
X408,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,86.6,
X409,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,86.6,
X410,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,97.5,
X412,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,43.25,
X413,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,64.95,
X415,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,86.6,
X416,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,97.5,
X417,DIAGNOSTIC RADIOLOGY,COMPUTED TOMOGRAPHY(CT),,,,,,32.7,
X421,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,73.35,
X425,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,36.7,
X431,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,73.35,
X435,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,36.7,
X441,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,73.35,
X445,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,36.7,
X446,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,73.35,
X447,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,36.7,
X451,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,73.35,
X455,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,36.7,
X461,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,73.35,
X465,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,36.7,
X471,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,62.8,
X475,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,31.45,
X480,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,285,
X481,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,285,
X486,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,,
X487,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,36.65,
X488,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,108.8,
X489,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,54.35,
X490,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,59.5,
X492,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,29.85,
X493,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,68.45,
X495,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,34.15,
X496,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,101.65,
X498,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,50.65,
X499,MAGNETIC RESONANCE IMAGING(MRI),Not applicable,,,,,,32.7,
Z080,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,20,,,
Z081,INTEGUMENTARY SYSTEM SURGICAL PROCEDURES,SKIN AND SUBCUTANEOUS TISSUE,,,,30,,,
