code,name,description,fee,category,billing_constraints,page_number,section,notes
X335,Induction of hypothyroidism....................................................,Induction of hypothyroidism....................................................,80.0,Other,[],348,RADIATION ONCOLOGY,
X336,Prostate malignancy ...............................................................,Prostate malignancy ...............................................................,100.0,Other,[],348,RADIATION ONCOLOGY,
X328,Polycythemia ..........................................................................,Polycythemia ..........................................................................,100.0,Other,[],348,RADIATION ONCOLOGY,
X329,Metastatic disease of bone.....................................................,Metastatic disease of bone.....................................................,100.0,Other,[],348,RADIATION ONCOLOGY,
X016,"Eye, for foreign body...............................................................","Eye, for foreign body...............................................................",14.85,Other,[],353,Skull,
X017,"Eye, for localization, additional ...............................................","Eye, for localization, additional ...............................................",15.3,Other,[],353,Skull,
X018,Optic foramina ........................................................................,Optic foramina ........................................................................,16.85,Other,[],353,Skull,
X019,Salivary gland region ..............................................................,Salivary gland region ..............................................................,13.75,Other,[],353,Skull,
X109,not claimed...,not claimed...,26.7,Other,[],359,GASTROINTESTINAL TRACT,
X110,Hypotonic duodenogram.........................................................,Hypotonic duodenogram.........................................................,39.35,Other,[],359,GASTROINTESTINAL TRACT,
X117,Operative cholangiogram........................................................,Operative cholangiogram........................................................,21.7,Other,[],359,GASTROINTESTINAL TRACT,
X123,Operative pancreatogram or ERCP........................................,Operative pancreatogram or ERCP........................................,21.7,Other,[],359,GASTROINTESTINAL TRACT,
X129,"Retrograde pyelogram, unilateral or bilateral..........................","Retrograde pyelogram, unilateral or bilateral..........................",21.7,Other,[],360,GENITOURINARY TRACT,
X130,Intravenous pyelogram including preliminary film...................,Intravenous pyelogram including preliminary film...................,49.65,Other,[],360,GENITOURINARY TRACT,
X191,Intestinal conduit examination or nephrostogram...................,Intestinal conduit examination or nephrostogram...................,21.7,Examination,[],360,GENITOURINARY TRACT,
X138,Percutaneous antegrade pyelogram.......................................,Percutaneous antegrade pyelogram.......................................,21.7,Other,[],360,GENITOURINARY TRACT,
X139,Percutaneous nephrostogram ................................................,Percutaneous nephrostogram ................................................,21.7,Other,[],360,GENITOURINARY TRACT,
X134,Retrograde urethrogram .........................................................,Retrograde urethrogram .........................................................,17.95,Other,[],360,GENITOURINARY TRACT,
X136,Vasogram................................................................................,Vasogram................................................................................,17.95,Other,[],360,GENITOURINARY TRACT,
X141,Cavernosography ...................................................................,Cavernosography ...................................................................,20.65,Other,[],360,GENITOURINARY TRACT,
X147,Hysterosalpingogram..............................................................,Hysterosalpingogram..............................................................,29.8,Other,[],361,OBSTETRICS AND GYNAECOLOGY,
X195,Chest ......................................................................................,Chest ......................................................................................,9.25,Other,[],362,DIAGNOSTIC RADIOLOGY,
X196,Skeleton..................................................................................,Skeleton..................................................................................,9.25,Other,[],362,DIAGNOSTIC RADIOLOGY,
X197,Abdomen ................................................................................,Abdomen ................................................................................,9.25,Other,[],362,DIAGNOSTIC RADIOLOGY,
X198,Splenoportogram ....................................................................,Splenoportogram ....................................................................,59.1,Other,[],363,SPECIAL EXAMINATIONS,
X199,Translumbar aortogram ..........................................................,Translumbar aortogram ..........................................................,59.1,Other,[],363,SPECIAL EXAMINATIONS,
X156,"Arthrogram, tenogram or bursogram ......................................","Arthrogram, tenogram or bursogram ......................................",26.25,Other,[],363,SPECIAL EXAMINATIONS,
X162,Cerebral stereotaxis................................................................,Cerebral stereotaxis................................................................,59.2,Other,[],363,SPECIAL EXAMINATIONS,
X153,rendered between April,rendered between April,1.0,Other,[],365,DIAGNOSTIC RADIOLOGY,
X151,"Cordotomy, percutaneous.......................................................","Cordotomy, percutaneous.......................................................",48.4,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X163,Dacrocystogram......................................................................,Dacrocystogram......................................................................,29.6,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X167,Fistula or sinus........................................................................,Fistula or sinus........................................................................,21.5,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X169,"Laminogram, planigram, tomogram........................................","Laminogram, planigram, tomogram........................................",39.9,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X170,Laryngogram...........................................................................,Laryngogram...........................................................................,28.95,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X171,Lymphangiogram ....................................................................,Lymphangiogram ....................................................................,49.0,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X192,Mammary ductography...........................................................,Mammary ductography...........................................................,25.05,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X150,Mechanical evaluation of knee ...............................................,Mechanical evaluation of knee ...............................................,25.45,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X193,Microradioscopy of the hands.................................................,Microradioscopy of the hands.................................................,14.5,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X190,Pantomography ......................................................................,Pantomography ......................................................................,17.75,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X154,Penis.......................................................................................,Penis.......................................................................................,15.95,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X176,Sialogram................................................................................,Sialogram................................................................................,29.8,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X177,Skin thickness measurement..................................................,Skin thickness measurement..................................................,15.6,Other,[],372,MISCELLANEOUS EXAMINATIONS,
X183,Ventriculogram........................................................................,Ventriculogram........................................................................,48.4,Other,[],372,MISCELLANEOUS EXAMINATIONS,
J058,Vascular stenting ....................................................................,Vascular stenting ....................................................................,101.55,Other,[],374,Note:,
J066,Renal angioplasty ...................................................................,Renal angioplasty ...................................................................,504.4,Other,[],374,Note:,
J022,at,at,50.0,Other,[],374,Note:,
J033,Splenoportogram ....................................................................,Splenoportogram ....................................................................,128.35,Other,[],375,Spec Anae,
J035,Pressure measurements during angiography.........................,Pressure measurements during angiography.........................,34.0,Other,[],375,Spec Anae,
J001,"Arthrogram, tenogram or bursogram ......................................","Arthrogram, tenogram or bursogram ......................................",34.0,Other,[],376,Spec Anae,
J053,Cavernosography ...................................................................,Cavernosography ...................................................................,45.35,Other,[],376,Spec Anae,
J005,Dacrocystogram......................................................................,Dacrocystogram......................................................................,45.4,Other,[],376,Spec Anae,
J036,Fistula or sinus injection .........................................................,Fistula or sinus injection .........................................................,26.95,Other,[],376,Spec Anae,
J008,Hysterosalpingogram..............................................................,Hysterosalpingogram..............................................................,56.7,Other,[],376,Spec Anae,
J009,Laryngogram...........................................................................,Laryngogram...........................................................................,33.5,Other,[],376,Spec Anae,
J037,Mammary ductography ...........................................................,Mammary ductography ...........................................................,70.35,Other,[],377,Lymphangiogram,
J011,Myelogram ..............................................................................,Myelogram ..............................................................................,93.4,Other,[],377,Lymphangiogram,
J060,Nephrostogram.......................................................................,Nephrostogram.......................................................................,34.0,Other,[],377,Lymphangiogram,
J045,Percutaneous antegrade pyelogram.......................................,Percutaneous antegrade pyelogram.......................................,140.55,Other,[],377,Lymphangiogram,
J055,Percutaneous gastrostomy .....................................................,Percutaneous gastrostomy .....................................................,257.6,Other,[],377,Lymphangiogram,
J061,Percutaneous cecostomy .......................................................,Percutaneous cecostomy .......................................................,257.6,Other,[],377,Lymphangiogram,
J062,Percutaneous cholecystostomy..............................................,Percutaneous cholecystostomy..............................................,257.6,Other,[],377,Lymphangiogram,
J063,Percutaneous jejunostomy .....................................................,Percutaneous jejunostomy .....................................................,298.8,Other,[],377,Lymphangiogram,
J046,Percutaneous nephrostomy....................................................,Percutaneous nephrostomy....................................................,257.6,Other,[],377,Lymphangiogram,
J051,Percutaneous spinal cord puncture for syringogram ..............,Percutaneous spinal cord puncture for syringogram ..............,108.9,Other,[],377,Lymphangiogram,
J052,Positive contrast cisternogram................................................,Positive contrast cisternogram................................................,99.9,Other,[],377,Lymphangiogram,
J039,Renal cyst puncture................................................................,Renal cyst puncture................................................................,140.4,Other,[],377,Lymphangiogram,
J018,Sialogram................................................................................,Sialogram................................................................................,52.25,Other,[],377,Lymphangiogram,
J029,Vasogram................................................................................,Vasogram................................................................................,69.0,Other,[],378,Spec Anae,
X480,"MRI guidance of biopsy or lesion ablation, breast, unilateral .","MRI guidance of biopsy or lesion ablation, breast, unilateral .",285.0,Other,[],380,Head,
X481,"MRI guidance of biopsy or lesion ablation, internal organ......","MRI guidance of biopsy or lesion ablation, internal organ......",285.0,Other,[],380,Head,
J160,add,add,41.45,Other,[],387,Complete,
J158,............................... add,............................... add,32.1,Other,[],387,Complete,
J164,Follicle monitoring studies ......................................................,Follicle monitoring studies ......................................................,24.4,Other,[],388,Pelvis,
J303,Extra pulmonary airways resistance by plethysmography......,Extra pulmonary airways resistance by plethysmography......,16.2,Other,[],399,PULMONARY FUNCTION STUDIES,
J340,Maximum inspiratory and expiratory pressures......................,Maximum inspiratory and expiratory pressures......................,2.81,Other,[],399,PULMONARY FUNCTION STUDIES,
J310,Carbon monoxide diffusing capacity by single breath method,Carbon monoxide diffusing capacity by single breath method,21.4,Other,[],399,PULMONARY FUNCTION STUDIES,
J308,Carbon dioxide ventilatory response ......................................,Carbon dioxide ventilatory response ......................................,19.9,Other,[],399,PULMONARY FUNCTION STUDIES,
J315,plus,plus,12.0,Other,[],399,PULMONARY FUNCTION STUDIES,
J304,before exercise and,before exercise and,5.0,Other,[],399,PULMONARY FUNCTION STUDIES,
J313,Mixed venous PCO,Mixed venous PCO,2.0,Other,[],399,PULMONARY FUNCTION STUDIES,
J332,with at least two levels of supplemental O,with at least two levels of supplemental O,2.0,Other,[],400,PULMONARY FUNCTION STUDIES,
J322,Standard O,Standard O,2.0,Other,[],400,PULMONARY FUNCTION STUDIES,
J335,Antigen challenge test ............................................................,Antigen challenge test ............................................................,51.85,Other,[],400,PULMONARY FUNCTION STUDIES,
Z459,Arterial puncture for blood gas analysis..................................,Arterial puncture for blood gas analysis..................................,10.2,Other,[],400,PULMONARY FUNCTION STUDIES,
